5131,7,3
445,15,2
3897,5,2
2754,18,9
8160,5,12
4118,1,5
1606,1,5
5240,9,2
3600,22,4
5583,19,4
4438,21,4
2453,22,4
5980,22,19
1117,12,2
7236,11,2
6765,11,21
2005,13,17
5918,8,2
1317,3,6
1647,6,8
811,1,22
184,12,20
3601,18,2
1882,19,4
2204,20,19
7953,4,5
5851,11,21
6037,10,2
5848,8,2
6947,19,19
4342,7,3
6239,8,6
6266,8,9
2635,9,9
4444,8,2
3202,20,4
1759,19,4
5950,2,15
7328,11,21
7600,5,16
5833,5,12
4390,6,7
2140,22,4
7716,19,19
459,2,5
4090,12,20
1116,7,2
6957,7,9
5017,12,9
7673,7,1
7540,10,2
7333,10,6
422,5,18
6257,7,4
903,18,9
6771,12,4
148,14,2
7811,22,19
1134,9,17
2543,12,21
127,21,4
1582,17,4
154,6,7
5176,5,2
5147,2,15
7914,11,21
2660,21,4
2661,16,4
6793,21,4
8145,11,20
8141,15,2
6268,10,2
8163,14,9
2616,4,6
8029,3,22
7099,5,6
7395,17,4
683,19,4
3037,3,9
1308,1,5
213,16,4
2619,13,17
7109,22,4
5677,10,6
3231,11,21
114,20,17
1286,20,20
3513,7,3
2155,18,9
5339,1,5
2212,11,21
4187,21,4
6184,5,12
5047,4,6
1320,13,21
2469,2,15
8112,4,8
198,15,2
658,13,17
4419,22,4
7008,20,19
6867,12,2
533,20,17
4628,4,22
4484,7,3
4975,17,20
7340,4,6
1249,11,21
6784,14,9
1196,22,4
1677,20,19
3461,11,17
2524,5,5
2218,13,21
1646,21,4
5884,19,4
436,16,4
1795,9,21
5619,7,3
6380,5,6
5622,13,6
4530,11,20
2373,10,2
5442,5,13
3473,16,4
2272,8,21
3889,11,19
2650,19,4
2366,12,11
5022,15,2
3256,2,5
7101,18,17
1731,7,3
2981,3,22
7695,12,20
1264,3,7
7381,4,16
6502,9,19
3388,5,8
4127,7,19
4888,15,19
7654,1,5
3082,8,6
6631,9,1
1674,14,17
783,3,7
3406,14,21
4269,15,4
2215,13,17
5838,4,6
3834,19,4
1902,3,2
4622,7,1
1949,21,4
160,15,2
6493,20,19
4505,20,4
2546,3,18
840,13,17
4807,14,2
4459,2,6
7510,19,4
7802,19,4
2497,10,2
